name,marks
Student1114,91
Student1115,81
Student1116,78
Student1117,71
Student1118,87
Student1119,96
Student1120,75
Student1121,70
Student1122,86
Student1123,72
Student1124,89
Student1125,84
Student1126,92
Student1127,92
Student1128,91
Student1129,88
Student1130,72
Student1131,100
Student1132,76
Student1133,89
Student1134,78
Student1135,88
Student1136,91
Student1137,74
Student1138,73
Student1139,98
Student1140,79
Student1141,86
Student1142,100
Student1143,86
Student1144,72
Student1145,82
Student1146,88
Student1147,89
Student1148,96
Student1149,80
Student1150,86
Student1151,70
Student1152,90
Student1153,83
Student1154,96
Student1155,100
Student1156,83
Student1157,99
Student1158,93
Student1159,72
Student1160,80
Student1161,92
Student1162,90
Student1163,98
Student1164,71
Student1165,82
Student1166,90
Student1167,89
Student1168,86
Student1169,95
Student1170,93
Student1171,85
Student1172,88
Student1173,73
Student1174,71
Student1175,96
Student1176,93
Student1177,71
Student1178,79
Student1179,87
Student1180,82
Student1181,83
Student1182,100
Student1183,75
Student1184,79
Student1185,97
Student1186,83
Student1187,72
Student1188,79
Student1189,73
Student1190,87
Student1191,98
Student1192,74
Student1193,76
Student1194,70
Student1195,89
Student1196,85
Student1197,97
Student1198,73
Student1199,82
Student1200,82
Student1201,91
Student1202,73
Student1203,89
Student1204,100
Student1205,84
Student1206,71
Student1207,98
Student1208,86
Student1209,75
Student1210,97
Student1211,85
Student1212,90
Student1213,84
Student1214,93
Student1215,94
Student1216,95
Student1217,90
Student1218,94
Student1219,87
Student1220,82
Student1221,77
Student1222,75
Student1223,90
Student1224,72
Student1225,70
Student1226,84
Student1227,92
Student1228,98
Student1229,76
Student1230,96
Student1231,89
Student1232,70
Student1233,72
Student1234,95
Student1235,81
Student1236,92
Student1237,73
Student1238,83
Student1239,87
Student1240,81
Student1241,71
Student1242,92
Student1243,81
Student1244,96
Student1245,84
Student1246,74
Student1247,75
Student1248,75
Student1249,91
Student1250,90
Student1251,89
Student1252,86
Student1253,73
Student1254,92
Student1255,84
Student1256,73
Student1257,81
Student1258,91
Student1259,84
Student1260,78
Student1261,81
Student1262,84
Student1263,90
Student1264,82
Student1265,80
Student1266,87
Student1267,73
Student1268,74
Student1269,84
Student1270,86
Student1271,90
Student1272,92
Student1273,92
Student1274,78
Student1275,78
Student1276,78
Student1277,72
Student1278,82
Student1279,90
Student1280,89
Student1281,90
Student1282,74
Student1283,87
Student1284,94
Student1285,70
Student1286,76
Student1287,78
Student1288,75
Student1289,71
Student1290,98
Student1291,76
Student1292,75
Student1293,75
Student1294,74
Student1295,90
Student1296,90
Student1297,99
Student1298,76
Student1299,98
Student1300,83
Student1301,94
Student1302,71
Student1303,77
Student1304,87
Student1305,79
Student1306,81
Student1307,99
Student1308,95
Student1309,78
Student1310,85
Student1311,100
Student1312,80
Student1313,99
Student1314,87
Student1315,83
Student1316,82
Student1317,80
Student1318,83
Student1319,96
Student1320,72
Student1321,92
Student1322,78
Student1323,73
Student1324,95
Student1325,98
Student1326,76
Student1327,83
Student1328,71
Student1329,91
Student1330,98
Student1331,79
Student1332,87
Student1333,97
Student1334,92
Student1335,89
Student1336,85
Student1337,88
Student1338,71
Student1339,86
Student1340,81
Student1341,92
Student1342,74
Student1343,89
Student1344,88
Student1345,100
Student1346,89
Student1347,70
Student1348,95
Student1349,93
Student1350,76
Student1351,75
Student1352,87
Student1353,75
Student1354,87
Student1355,76
Student1356,82
Student1357,97
Student1358,95
Student1359,100
Student1360,80
Student1361,87
Student1362,98
Student1363,78
Student1364,95
Student1365,93
Student1366,83
Student1367,100
Student1368,100
Student1369,90
Student1370,92
Student1371,94
Student1372,78
Student1373,97
Student1374,82
Student1375,71
Student1376,92
Student1377,71
Student1378,97
Student1379,92
Student1380,83
Student1381,79
Student1382,85
Student1383,100
Student1384,83
Student1385,79
Student1386,92
Student1387,91
Student1388,83
Student1389,88
Student1390,99
Student1391,70
Student1392,91
Student1393,94
Student1394,98
Student1395,72
Student1396,89
Student1397,77
Student1398,82
Student1399,80
Student1400,92
Student1401,78
Student1402,94
Student1403,79
Student1404,71
Student1405,91
Student1406,73
Student1407,96
Student1408,70
Student1409,82
Student1410,90
Student1411,87
Student1412,78
Student1413,85
Student1414,70
Student1415,93
Student1416,70
Student1417,93
Student1418,75
Student1419,93
Student1420,99
Student1421,82
Student1422,74
Student1423,72
Student1424,83
Student1425,83
Student1426,81
Student1427,85
Student1428,92
Student1429,86
Student1430,96
Student1431,91
Student1432,70
Student1433,80
Student1434,83
Student1435,94
Student1436,80
Student1437,89
Student1438,92
Student1439,80
Student1440,79
Student1441,96
Student1442,71
Student1443,83
Student1444,76
Student1445,97
Student1446,70
Student1447,75
Student1448,71
Student1449,78
Student1450,91
Student1451,97
Student1452,85
Student1453,79
Student1454,91
Student1455,97
Student1456,91
Student1457,75
Student1458,99
Student1459,96
Student1460,93
Student1461,78
Student1462,74
Student1463,93
Student1464,97
Student1465,72
Student1466,80
Student1467,89
Student1468,84
Student1469,96
Student1470,75
Student1471,71
Student1472,71
Student1473,98
Student1474,92
Student1475,86
Student1476,88
Student1477,85
Student1478,88
Student1479,92
Student1480,83
Student1481,94
Student1482,97
Student1483,86
Student1484,95
Student1485,78
Student1486,93
Student1487,71
Student1488,87
Student1489,95
Student1490,81
Student1491,96
Student1492,92
Student1493,88
Student1494,78
Student1495,100
Student1496,73
Student1497,98
Student1498,86
Student1499,75
Student1500,95
Student1501,92
Student1502,70
Student1503,88
Student1504,100
Student1505,83
Student1506,81
Student1507,100
Student1508,74
Student1509,72
Student1510,96
Student1511,72
Student1512,87
Student1513,77
Student1514,79
Student1515,86
Student1516,90
Student1517,76
Student1518,74
Student1519,81
Student1520,73
Student1521,78
Student1522,91
Student1523,99
Student1524,71
Student1525,99
Student1526,70
Student1527,98
Student1528,74
Student1529,72
Student1530,98
Student1531,94
Student1532,83
Student1533,93
Student1534,78
Student1535,88
Student1536,100
Student1537,95
Student1538,89
Student1539,86
Student1540,90
Student1541,99
Student1542,81
Student1543,92
Student1544,89
Student1545,73
Student1546,82
Student1547,88
Student1548,82
Student1549,77
Student1550,83
Student1551,80
Student1552,88
Student1553,93
Student1554,98
Student1555,88
Student1556,72
Student1557,91
Student1558,95
Student1559,98
Student1560,94
Student1561,93
Student1562,80
Student1563,87
Student1564,73
Student1565,96
Student1566,92
Student1567,77
Student1568,77
Student1569,81
Student1570,80
Student1571,73
Student1572,89
Student1573,75
Student1574,91
Student1575,88
Student1576,89
Student1577,80
Student1578,88
Student1579,91
Student1580,97
Student1581,73
Student1582,71
Student1583,79
Student1584,90
Student1585,94
Student1586,75
Student1587,92
Student1588,94
Student1589,90
Student1590,79
Student1591,76
Student1592,93
Student1593,81
Student1594,100
Student1595,94
Student1596,70
Student1597,98
Student1598,92
Student1599,98
Student1600,82
Student1601,84
Student1602,77
Student1603,75
Student1604,87
Student1605,78
Student1606,80
Student1607,72
Student1608,88
Student1609,99
Student1610,87
Student1611,90
Student1612,75
Student1613,78
Student1614,76
Student1615,87
Student1616,96
Student1617,82
Student1618,97
Student1619,93
Student1620,73
Student1621,86
Student1622,99
Student1623,71
Student1624,89
Student1625,79
Student1626,84
Student1627,100
Student1628,90
Student1629,73
Student1630,82
Student1631,71
Student1632,85
Student1633,81
Student1634,87
Student1635,82
Student1636,77
Student1637,85
Student1638,76
Student1639,80
Student1640,71
Student1641,92
Student1642,87
Student1643,87
Student1644,88
Student1645,97
Student1646,78
Student1647,92
Student1648,71
Student1649,99
Student1650,93
Student1651,83
Student1652,100
Student1653,77
Student1654,73
Student1655,97
Student1656,89
Student1657,92
Student1658,85
Student1659,91
Student1660,95
Student1661,78
Student1662,77
Student1663,75
Student1664,77
Student1665,75
Student1666,90
Student1667,83
Student1668,83
Student1669,97
Student1670,71
Student1671,90
Student1672,91
Student1673,90
Student1674,75
Student1675,74
Student1676,88
Student1677,91
Student1678,95
Student1679,80
Student1680,76
Student1681,73
Student1682,76
Student1683,76
Student1684,82
Student1685,73
Student1686,88
Student1687,80
Student1688,97
Student1689,71
Student1690,84
Student1691,80
Student1692,95
Student1693,70
Student1694,85
Student1695,94
Student1696,75
Student1697,79
Student1698,90
Student1699,75
Student1700,97
Student1701,74
Student1702,87
Student1703,98
Student1704,74
Student1705,90
Student1706,71
Student1707,75
Student1708,88
Student1709,84
Student1710,75
Student1711,86
Student1712,78
Student1713,88
Student1714,98
Student1715,93
Student1716,71
Student1717,92
Student1718,100
Student1719,93
Student1720,100
Student1721,94
Student1722,86
Student1723,90
Student1724,97
Student1725,92
Student1726,95
Student1727,80
Student1728,70
Student1729,90
Student1730,81
Student1731,79
Student1732,81
Student1733,77
Student1734,89
Student1735,77
Student1736,87
Student1737,76
Student1738,80
Student1739,98
Student1740,73
Student1741,85
Student1742,87
Student1743,74
Student1744,90
Student1745,92
Student1746,71
Student1747,92
Student1748,99
Student1749,92
Student1750,87
Student1751,72
Student1752,71
Student1753,85
Student1754,77
Student1755,100
Student1756,81
Student1757,96
Student1758,83
Student1759,95
Student1760,97
Student1761,74
Student1762,75
Student1763,100
Student1764,78
Student1765,83
Student1766,99
Student1767,94
Student1768,71
Student1769,96
Student1770,72
Student1771,91
Student1772,71
Student1773,87
Student1774,100
Student1775,72
Student1776,100
Student1777,70
Student1778,71
Student1779,90
Student1780,74
Student1781,84
Student1782,79
Student1783,90
Student1784,96
Student1785,88
Student1786,94
Student1787,97
Student1788,86
Student1789,96
Student1790,75
Student1791,93
Student1792,80
Student1793,71
Student1794,85
Student1795,92
Student1796,95
Student1797,96
Student1798,76
Student1799,81
Student1800,85
Student1801,77
Student1802,88
Student1803,98
Student1804,96
Student1805,79
Student1806,88
Student1807,93
Student1808,83
Student1809,87
Student1810,74
Student1811,79
Student1812,72
Student1813,87
Student1814,94
Student1815,98
Student1816,75
Student1817,95
Student1818,95
Student1819,90
Student1820,96
Student1821,86
Student1822,96
Student1823,87
Student1824,93
Student1825,85
Student1826,91
Student1827,94
Student1828,78
Student1829,74
Student1830,92
Student1831,90
Student1832,100
Student1833,93
Student1834,99
Student1835,72
Student1836,75
Student1837,95
Student1838,75
Student1839,95
Student1840,80
Student1841,95
Student1842,72
Student1843,83
Student1844,74
Student1845,71
Student1846,81
Student1847,91
Student1848,80
Student1849,70
Student1850,91
Student1851,90
Student1852,84
Student1853,85
Student1854,87
Student1855,77
Student1856,70
Student1857,74
Student1858,94
Student1859,82
Student1860,71
Student1861,94
Student1862,84
Student1863,71
Student1864,82
Student1865,71
Student1866,98
Student1867,89
Student1868,93
Student1869,74
Student1870,81
Student1871,98
Student1872,77
Student1873,95
Student1874,85
Student1875,79
Student1876,77
Student1877,93
Student1878,81
Student1879,86
Student1880,70
Student1881,70
Student1882,87
Student1883,72
Student1884,75
Student1885,73
Student1886,81
Student1887,86
Student1888,92
Student1889,71
Student1890,100
Student1891,83
Student1892,70
Student1893,92
Student1894,71
Student1895,76
Student1896,91
Student1897,79
Student1898,92
Student1899,83
Student1900,72
Student1901,95
Student1902,85
Student1903,76
Student1904,75
Student1905,73
Student1906,93
Student1907,91
Student1908,81
Student1909,86
Student1910,90
Student1911,97
Student1912,84
Student1913,88
Student1914,79
Student1915,75
Student1916,86
Student1917,91
Student1918,83
Student1919,94
Student1920,98
Student1921,98
Student1922,97
Student1923,86
Student1924,77
Student1925,81
Student1926,74
Student1927,70
Student1928,80
Student1929,90
Student1930,76
Student1931,81
Student1932,91
Student1933,85
Student1934,99
Student1935,81
Student1936,88
Student1937,89
Student1938,71
Student1939,94
Student1940,73
Student1941,88
Student1942,78
Student1943,82
Student1944,95
Student1945,92
Student1946,73
Student1947,94
Student1948,85
Student1949,85
Student1950,100
Student1951,78
Student1952,79
Student1953,86
Student1954,77
Student1955,93
Student1956,85
Student1957,84
Student1958,94
Student1959,77
Student1960,85
Student1961,71
Student1962,81
Student1963,95
Student1964,73
Student1965,79
Student1966,93
Student1967,88
Student1968,95
Student1969,98
Student1970,82
Student1971,79
Student1972,73
Student1973,97
Student1974,82
Student1975,97
Student1976,71
Student1977,84
Student1978,93
Student1979,78
Student1980,89
Student1981,72
Student1982,78
Student1983,96
Student1984,94
Student1985,98
Student1986,85
Student1987,81
Student1988,76
Student1989,75
Student1990,95
Student1991,91
Student1992,97
Student1993,94
Student1994,88
Student1995,94
Student1996,95
Student1997,77
Student1998,78
Student1999,98
Student2000,79
Student2001,83
Student2002,97
Student2003,90
Student2004,92
Student2005,87
Student2006,81
Student2007,74
Student2008,78
Student2009,95
Student2010,84
Student2011,96
Student2012,81
Student2013,86
Student2014,73
Student2015,98
Student2016,83
Student2017,86
Student2018,73
Student2019,99
Student2020,91
Student2021,83
Student2022,77
Student2023,92
Student2024,73
Student2025,74
Student2026,72
Student2027,70
Student2028,73
Student2029,89
Student2030,76
Student2031,81
Student2032,99
Student2033,99
Student2034,91
Student2035,84
Student2036,80
Student2037,73
Student2038,79
Student2039,78
Student2040,82
Student2041,75
Student2042,73
Student2043,97
Student2044,87
Student2045,89
Student2046,88
Student2047,73
Student2048,74
Student2049,78
Student2050,74
Student2051,72
Student2052,97
Student2053,84
Student2054,99
Student2055,98
Student2056,81
Student2057,96
Student2058,91
Student2059,73
Student2060,100
Student2061,85
Student2062,73
Student2063,92
Student2064,84
Student2065,74
Student2066,76
Student2067,91
Student2068,76
Student2069,85
Student2070,71
Student2071,88
Student2072,97
Student2073,92
Student2074,94
Student2075,98
Student2076,95
Student2077,78
Student2078,99
Student2079,92
Student2080,83
Student2081,92
Student2082,88
Student2083,95
Student2084,97
Student2085,72
Student2086,76
Student2087,91
Student2088,90
Student2089,98
Student2090,90
Student2091,91
Student2092,84
Student2093,73
Student2094,100
Student2095,78
Student2096,91
Student2097,88
Student2098,99
Student2099,81
Student2100,75
Student2101,94
Student2102,74
Student2103,92
Student2104,100
Student2105,83
Student2106,78
Student2107,97
Student2108,74
Student2109,95
Student2110,89
Student2111,95
Student2112,79
Student2113,87
Student2114,89
Student2115,90
Student2116,93
Student2117,86
Student2118,73
Student2119,70
Student2120,77
Student2121,86
Student2122,89
Student2123,84
Student2124,79
Student2125,79
Student2126,77
Student2127,82
Student2128,70
Student2129,78
Student2130,88
Student2131,82
Student2132,92
Student2133,72
Student2134,80
Student2135,91
Student2136,81
Student2137,83
Student2138,74
Student2139,94
Student2140,86
Student2141,94
